UPC,Title,Description,Size,Count,Container,Dimensions,Claims,Source_Name,Breadcrumbs,Price,Image_URL,Source_Identifier
810090990699,The Snack Store Lay's Classic 2.25 oz (Pack of 8),,2.25 oz,8,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","27,99",https://i5.walmartimages.com/seo/The-Snack-Store-Lay-s-Classic-2-25-oz-Pack-of-8_e310b4d7-8c2e-4ac7-8069-2f262c30c47a.737172dc67e8f70428d147a63e50e4b1.png,1579302801
810124232993,Dill Pickle Flavored Potato Chips Value Pack | Bundled by Tribeca Curations | 1.5 Ounce | Pack of 16 | With Tribeca Mints,"Contains 16 Bags Of 1.5 Ounce Dill Pickle Flavored Potato Chips
* Another Great Curated Value Pack From Tribeca Curations! * 16 Bags Of 1.5 Ounce Dill Pickle Flavored Potato Chips * These Potato Chips Start With Farm-Grown Potatoes That Are Sliced Thin, Cooked In Heart-Healthy Oil, And Seasoned To Perfection * Great For School, Work, Home, And Snacking On The Go * Why Spend Tons Of Money On Cases When You Can Get The Perfect Amount In A Convenient Package",1.5 oz,16,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","26,45",https://i5.walmartimages.com/asr/c8652d16-ed6f-4a62-8a26-d08dd78fd207.4ae0f573e3b182c7eaafc28b92191d2b.jpeg,2475848704
815871010009,"Lay's® Salted Kosher Potato Chips, 6 oz",Kosher for passover. Special edition of potato chips. Kosher for Passover under the supervision of Badatz Haeda Hahareidit Jerusalem. Product of Israel.,6 oz,1,bag,,Kosher Certified,MASKED,,,,
815871010009,"Lay's® Salted Kosher Potato Chips, 6 oz",Kosher for passover. Special edition of potato chips. Kosher for Passover under the supervision of Badatz Haeda Hahareidit Jerusalem. Product of Israel.,6 oz,1,bag,,Kosher Certified,GiantFood,Global Primary Category > Snacks & Candy > Chips > Potato Chips > Plain & Regular Potato Chips,,,192721
815871010009,"Lay's® Salted Kosher Potato Chips, 6 oz",Kosher for passover. Special edition of potato chips. Kosher for Passover under the supervision of Badatz Haeda Hahareidit Jerusalem. Product of Israel.,6 oz,1,bag,,Kosher Certified,Kroger,Pantry > Snacks,,https://www.kroger.com/product/images/medium/front/0081587101000,0081587101000
815871015080,"Lay's Salted Special High Kosher Potato Chips, 6 oz","Lays salted, special high Kosher - Badatz Production potato chips.
",6 oz,1,bag,,Kosher Certified,Kroger,Pantry > Snacks,,https://www.kroger.com/product/images/medium/front/0081587101508,0081587101508
815871016643,"Lay's Crunchy Special Badatz Kosher Potato Chips, 6 oz","Lays salted, special high Kosher - Badatz Production potato chips.
",6 oz,1,bag,,Kosher Certified,Kroger,Pantry > Snacks,,https://www.kroger.com/product/images/medium/front/0081587101664,0081587101664
815871016667,"Lay's Crunchy BBQ Special Badatz Kosher Potato Chips, 6 oz","Lays salted, special high Kosher - Badatz Production potato chips.
",6 oz,1,bag,,Kosher Certified,Kroger,Pantry > Snacks,,https://www.kroger.com/product/images/medium/front/0081587101666,0081587101666
815871016773,"Lay's® Kosher Crunchy Potato Chips, 6 oz","All the greatness you expect from a Lay's Chip and Kosher for Passover.
",6 oz,1,bag,,Kosher Certified,Kroger,Pantry > International,,https://www.kroger.com/product/images/medium/front/0081587101677,0081587101677
815871017657,"Lay's Salted Potato Chips, 1.8 oz","Enjoy a Nationally know favorited at your Passover festivities.
",1.8 oz,1,bag,,,Kroger,Pantry > International,,https://www.kroger.com/product/images/medium/front/0081587101765,0081587101765
815871017664,"Lay's® Crunchy Potato Chips, 1.8 oz","Lay's® Crunchy Potato Chips, 1.8 oz
",1.8 oz,1,bag,,,Kroger,Pantry > Snacks,,https://www.kroger.com/product/images/medium/front/0081587101766,0081587101766
815871017701,"Lay's® Hot'n Spicy Crunchy Potato Chips, 7 oz","All the greatness you expect from a Lay's Chip and Kosher for Passover.
",7 oz,1,bag,,Kosher Certified,Kroger,"Latin American & Mexican > Cookies, Candy & Snacks",,https://www.kroger.com/product/images/medium/front/0081587101770,0081587101770
815871017725,"Lay's® Crunchy Potato Chips, 7 oz","Lays salted, special high Kosher - Badatz Production potato chips
",7 oz,1,bag,,Kosher Certified,Kroger,"Latin American & Mexican > Cookies, Candy & Snacks",,https://www.kroger.com/product/images/medium/front/0081587101772,0081587101772
815871017732,"Lay's® Crunchy BBQ Flavored Potato Chips, 7 oz","Lays salted, special high Kosher - Badatz Production potato chips
",7 oz,1,bag,,Kosher Certified,Kroger,"Latin American & Mexican > Cookies, Candy & Snacks",,https://www.kroger.com/product/images/medium/front/0081587101773,0081587101773
815871017817,"Lay's® Classic Potato Chips, 7 oz","Lays Potato chips bring a nationally recognized brand to your Passover table
",7 oz,1,bag,,,Kroger,Pantry > Snacks,,https://www.kroger.com/product/images/medium/front/0081587101781,0081587101781
815871017824,"Lay's® Crunchy Potato Chips, 7 oz","All the greatness you expect from a Lay's Chip and Kosher for Passover.
",7 oz,1,bag,,Kosher Certified,Kroger,Pantry > Snacks,,https://www.kroger.com/product/images/medium/front/0081587101782,0081587101782
820581578305,"Lay's Wavy Original Potato Snack Chips,Party Size, 13 oz Bag",,13 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips",,https://i5.walmartimages.com/seo/Lay-s-Wavy-Original-Potato-Snack-Chips-Party-Size-13-oz-Bag_967db9c9-2d5e-4442-9f22-3272a624a70f.20c8e8498cecdfd6a3ebd0cc53229d29.jpeg,2176899549
826847525366,"Lay's Wavy Potato Chips, Hickory BBQ Flavor, 7.5 oz Bag",,7.5 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","12,99",https://i5.walmartimages.com/seo/Lay-s-Wavy-Potato-Chips-Hickory-BBQ-Flavor-7-5-oz-Bag_8c001033-2399-4d9d-84cc-849582c798ad.2ad4bcb687e703e9b07fc79b7aef297a.jpeg,7173469455
826847525380,"Lay's Potato Chips, Flamin' Hot Flavor, 7.75 oz Bag",,7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Flamin' Hot Chips","0,95",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Flamin-Hot-Flavor-7-75-oz-Bag_2b8b84e2-0bcb-4e5c-b7af-8dd2b365f1f5.84f258ff3c3e441b058364344791fed7.jpeg,7201424339
826847525717,"Lay's Baked Gluten-Free Barbecue Potato Crisps, 6.25 oz Bag",,6.25 oz,1,bag,,Gluten-Free,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips",,https://i5.walmartimages.com/seo/Lay-s-Baked-Gluten-Free-Barbecue-Potato-Crisps-6-25-oz-Bag_b08588c2-9181-4599-837b-0cdd2c9f6575.b63acf54c294d9e0bc293887a46dc0e5.jpeg,7230370257
826847525809,"Lay's Kettle Cooked Sea Salt & Vinegar Potato Snack Chips, 8 oz",,8 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","8,08",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Sea-Salt-Vinegar-Potato-Snack-Chips-8-oz_e08540aa-1d92-4f6c-880a-c061707ed282.40d9759e598254e6f0ac55576ebdfc1d.jpeg,7227071319
826847526165,"Lay's Potato Chips, Barbecue Flavor - 2 Pack",,,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","13,55",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Barbecue-Flavor-2-Pack_b76a673e-5d9b-492e-95e5-b3255f492f63.d55981ca1cff50cb68e9ca206b710b62.jpeg,7896905541
826847526219,"Lay's Potato Chips, Barbecue Flavor Bag -7.75 oz",,7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","12,49",https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Barbecue-Flavor-Bag-7-75-oz_1082c8a3-9118-4b73-b290-ae958a8201ea.13326f02cb0255010d964be607460508.jpeg,7891160175
826847526400,"Lay's Potato Chips, Sweet , 7.75 oz Bag - Southern Heat Barbecue Flavor",,7.75 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips",,https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Sweet-7-75-oz-Bag-Southern-Heat-Barbecue-Flavor_ff24c2c3-96e5-45eb-8cc1-f24d98b723f7.9f1b24ab8771f306e3a4e1167f97ba05.jpeg,7983711165
826847526448,"Lay's 13 oz Bag Classic Potato Snack Chips, Party Size",,13 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips",9,https://i5.walmartimages.com/seo/Lay-s-13-oz-Bag-Classic-Potato-Snack-Chips-Party-Size_a515c1aa-44c6-4136-9c03-37474e804788.6564849e15d1d71f73bfad879586bfd4.jpeg,7975254304
826847527155,"5.0oz Bag , Simply Lays Veggie Poppables Vegan Sea Salt Snack Chips",,5.0 oz,1,bag,,Vegan,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","15,2",https://i5.walmartimages.com/seo/5-0oz-Bag-Simply-Lays-Veggie-Poppables-Vegan-Sea-Salt-Snack-Chips_0de4bd1b-0482-4fd8-985b-ce13decbbd02.14e9274e5f4562ca4f24e66fd63363e8.jpeg,7929500842
826847527216,"Simply Lays Veggie 5.0oz Bag , Poppables Vegan Sea Salt Snack Chips",,5.0 oz,1,bag,,Vegan,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","9,98",https://i5.walmartimages.com/seo/5-0oz-Bag-Simply-Lays-Veggie-Poppables-Vegan-Sea-Salt-Snack-Chips-1-PACK_91584702-7033-41a2-b2d7-a4c5527a2ca0.968ce9b70feb4908108f633785df53f5.jpeg,7931500883
826847527223,"5.0oz Bag , Simply Lays Veggie Poppables Vegan Sea Salt Snack Chips ( 1 Pack )",,5.0 oz,1,bag,,Vegan,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips",,https://i5.walmartimages.com/seo/5-0oz-Bag-Simply-Lays-Veggie-Poppables-Vegan-Sea-Salt-Snack-Chips-1-Pack_91584702-7033-41a2-b2d7-a4c5527a2ca0.968ce9b70feb4908108f633785df53f5.jpeg,7948752816
826847527247,"Simply Lays Veggie 5.0oz Bag , Poppables Vegan Sea Salt Snack Chips",,5.0 oz,1,bag,,Vegan,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","8,76",https://i5.walmartimages.com/seo/Simply-Lays-Veggie-5-0oz-Bag-Poppables-Vegan-Sea-Salt-Snack-Chips-1-PACK_91584702-7033-41a2-b2d7-a4c5527a2ca0.968ce9b70feb4908108f633785df53f5.jpeg,7936612775
826847527261,"Simply Lays Veggie Poppables Ranch, 5 oz 1 Pack","Wherever celebrations and good times happen, the Lay's brand will be there just as it has been for more than 75 years. With flavors almost as rich as our history, we have a potato chip or crisp flavor guaranteed to bring a smile on your face.
",5 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","5,51",https://i5.walmartimages.com/seo/5-oz-Simply-Lays-Veggie-Poppables-Ranch-1-Pack_2148440b-bbd5-46b6-811f-9f6442fb777d.4f4b76fb8ff634d645ccc2e01c8045af.jpeg,7944671529
826847527292,"Simply Lays 1 Pack Veggie Poppables Ranch, 5 oz 2 Pack",,5 oz,2,,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","3,84",https://i5.walmartimages.com/seo/Simply-Lays-1-Pack-Veggie-Poppables-Ranch-5-oz-2-Pack_2148440b-bbd5-46b6-811f-9f6442fb777d.4f4b76fb8ff634d645ccc2e01c8045af.jpeg,7934454617
826847527308,"Simply Lays Veggie Poppables Ranch, 5 oz 2 Pack",,5 oz,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","11,5",https://i5.walmartimages.com/seo/Simply-Lays-Veggie-Poppables-Ranch-5-oz-2-Pack_3a528ded-c40e-4e61-bb90-0441d3756234.8eda98aadc66efa05b540a194aa0f0bf.jpeg,7934559373
826847528268,"Lay's Potato Chips, Sweet 100PACK",,,100,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips",,https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Sweet-Southern-Heat-Barbecue-Flavor-2-PACK_ff24c2c3-96e5-45eb-8cc1-f24d98b723f7.9f1b24ab8771f306e3a4e1167f97ba05.jpeg,8134066341
826847528299,"2 PACK Lay's Potato Chips, Sweet Southern Heat Barbecue Flavor",,,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips","7,5",https://i5.walmartimages.com/seo/2-PACK-Lay-s-Potato-Chips-Sweet-Southern-Heat-Barbecue-Flavor_217e4f33-1339-4a5e-9440-2b28be50f27c.b96eb4fe3f3352d29296f22fb3721820.jpeg,8128514212
826847529142,"Lay's Potato Chips, Salt & Vinegar, (1 PACK)",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips",,https://i5.walmartimages.com/seo/Lay-s-Potato-Chips-Salt-Vinegar-1-PACK_8fdd1f96-6abc-4b59-a421-78af89423d4b.30f4bc39c917d67427078093dbbc445f.jpeg,8253717855
826847529715,Lay's Poppables Sea Salt & Vinegar 5 oz Flavor Potato Snack Chips Bag,,5 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","7,38",https://i5.walmartimages.com/seo/Lay-s-Poppables-Sea-Salt-Vinegar-5-oz-Flavor-Potato-Snack-Chips-Bag_ebc337ef-6f9f-4aee-81af-f00158c97b46.9fa25c01f043f1e41454aae54d3a212d.jpeg,8025257527
826847530575,Lay's Classic Potato Chips 8.0oz.1PACK,,8.0 oz,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","4,46",https://i5.walmartimages.com/seo/Lay-s-Classic-Potato-Chips-8-0oz-1PACK_6899fc7b-7a12-4ada-b35c-79d82777c3a3.0d4d8e191bb03429c235c7181d64432f.jpeg,10336704935
826847530629,Lay's Classic Potato Chips 8.0oz.2PACK,,8.0 oz,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","12,98",https://i5.walmartimages.com/seo/Lay-s-Classic-Potato-Chips-8-0oz-2PACK_93f90353-6958-4f30-96b1-1bded2f69474.006fa646602aa41298aadd79e2697784.jpeg,10342420333
826847530636,"2PACK,Lay's Classic Potato Chips 8.0oz.",,8.0 oz,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","12,95",https://i5.walmartimages.com/seo/2PACK-Lay-s-Classic-Potato-Chips-8-0oz_93f90353-6958-4f30-96b1-1bded2f69474.006fa646602aa41298aadd79e2697784.jpeg,10346815297
826847530643,"Lay's 2PACK,Classic Potato Chips 8.0oz.",,8.0 oz,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","12,85",https://i5.walmartimages.com/seo/Lay-s-2PACK-Classic-Potato-Chips-8-0oz_93f90353-6958-4f30-96b1-1bded2f69474.006fa646602aa41298aadd79e2697784.jpeg,10323859499
826847530650,Lay's Classic Potato Chips 8.0oz.(2PACK),,8.0 oz,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","12,5",https://i5.walmartimages.com/seo/Lay-s-Classic-Potato-Chips-8-0oz-2PACK_93f90353-6958-4f30-96b1-1bded2f69474.006fa646602aa41298aadd79e2697784.jpeg,10342474123
826847530667,(2PACK)Lay's Classic Potato Chips 8.0oz.,,8.0 oz,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips",,https://i5.walmartimages.com/seo/2PACK-Lay-s-Classic-Potato-Chips-8-0oz_93f90353-6958-4f30-96b1-1bded2f69474.006fa646602aa41298aadd79e2697784.jpeg,10322511345
826847533866,"(2 PACK),Lay's Kettle Cooked Flamin' Hot Flavored Potato Snack Chips",,,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips",14,https://i5.walmartimages.com/seo/2-PACK-Lay-s-Kettle-Cooked-Flamin-Hot-Flavored-Potato-Snack-Chips_6b6afe45-9341-4971-bf48-3b72c751ed00.4f3e984ffadab3d5cf9d33292f300f30.jpeg,8421201649
826847534450,"1PACK,Lay's Potato Chips, Lightly Salted Classic Flavor",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips",,https://i5.walmartimages.com/seo/1PACK-Lay-s-Potato-Chips-Lightly-Salted-Classic-Flavor_3bb5aa8f-da09-4f0a-821b-393c4272c5bc.2a885ef55883878172b7c062eabd461d.jpeg,9576768119
826847534481,"(1 PACK), Lay's Wavy Potato Chips, Lightly Salted Original",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","11,89",https://i5.walmartimages.com/seo/1-PACK-Lay-s-Wavy-Potato-Chips-Lightly-Salted-Original_560fd4ce-f42f-430e-b54b-df1f28a6a862.f971ff8c943ab44cf4c6f2be9911fae9.jpeg,8506759215
826847534504,"2 PACK, Lay's Wavy Potato Chips, Lightly Salted Original",,,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","8,27",https://i5.walmartimages.com/seo/2-PACK-Lay-s-Wavy-Potato-Chips-Lightly-Salted-Original_560fd4ce-f42f-430e-b54b-df1f28a6a862.f971ff8c943ab44cf4c6f2be9911fae9.jpeg,8535112161
826847534528,"Lay's Wavy Potato Chips, Lightly Salted Original,(2 PACK)",,,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","9,69",https://i5.walmartimages.com/seo/Lay-s-Wavy-Potato-Chips-Lightly-Salted-Original-2-PACK_560fd4ce-f42f-430e-b54b-df1f28a6a862.f971ff8c943ab44cf4c6f2be9911fae9.jpeg,8522101286
826847536690,"Lay's Kettle Cooked Potato Chips, Sea Salt and Vinegar,2 PACK",,,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips",,https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Potato-Chips-Sea-Salt-and-Vinegar-2-PACK_e545f8a6-6be0-472e-90f0-65ba141e56e0.10d303ab2e3f70b651ca354671bf1306.jpeg,8825473379
826847549607,Lay's Kettle Cooked Jalapeno Potato Snack Chips (1PACK),,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips",,https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Jalapeno-Potato-Snack-Chips-1PACK_0d290da6-bc92-4bd8-b966-4643b3c1e1f5.86589e9561200d8c7a7351b429a87e0c.jpeg,8958308123
826847550559,"(1PACK) Lay's Classic Potato Chips Snack Chips,",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","7,8",https://i5.walmartimages.com/seo/1PACK-Lay-s-Classic-Potato-Chips-Snack-Chips_2d880bbc-d542-4dab-a23a-f403d6d0441c.2823dac0b287c8521ffcee4c9dd17a1a.jpeg,9175013144
826847550566,"Lay's Classic Potato Chips Snack Chips,(1PACK)",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","7,7",https://i5.walmartimages.com/seo/Lay-s-Classic-Potato-Chips-Snack-Chips-1PACK_2d880bbc-d542-4dab-a23a-f403d6d0441c.2823dac0b287c8521ffcee4c9dd17a1a.jpeg,9181360073
826847563016,"Lay's Wavy Potato Chips, Original Flavor,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips",,https://i5.walmartimages.com/seo/Lay-s-Wavy-Potato-Chips-Original-Flavor-1PACK_34db4c9a-a0cd-46c0-b1b5-008c8527d0a7.e1bd9aef6062e06c1cf2d2649ddd6d33.jpeg,8724413100
826847563030,"1PACK,Lay's Wavy Potato Chips, Original Flavor",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips",,https://i5.walmartimages.com/seo/1PACK-Lay-s-Wavy-Potato-Chips-Original-Flavor_338b47c7-a085-4cd2-a2b1-d66fdff72297.e8f9585fbd88b59096200f94c281982d.jpeg,8705404167
826847563269,"Pack of 2 Lay's Stax Original Potato Chips, 5.5 oz Canister",,5.5 oz,2,canister,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's STAX Chips","13,43",https://i5.walmartimages.com/seo/Pack-of-2-Lay-s-Stax-Original-Potato-Chips-5-5-oz-Canister_177efae5-b151-4f59-a834-700e29380074.4261370e09f8ef09471deada475ae05f.jpeg,5965342068
826847563290,"Lay's Stax Original Potato Chips,(2PACK)",,,2,can,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's STAX Chips","7,75",https://i5.walmartimages.com/seo/Lay-s-Stax-Original-Potato-Chips-2PACK_e20931cf-fb4f-42ef-bc28-99385539dbae.3545ff98646a18aa9162c96b297e16f9.jpeg,8769812516
826847564471,"Lay's 1PACK,Limon Flavored Potato Chips, Party Size",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Limon Chips",,https://i5.walmartimages.com/seo/Lay-s-1PACK-Limon-Flavored-Potato-Chips-Party-Size_fd45850a-7a73-4b39-8e04-34e9fba1068a.5d5f37b648e429eb14e7f5db9346b2a3.jpeg,9002318484
826847567311,"1PACK,Lay's Stax Mesquite Barbecue Potato Chips",,,1,can,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Barbecue Chips",,https://i5.walmartimages.com/seo/1PACK-Lay-s-Stax-Mesquite-Barbecue-Potato-Chips_07b228c1-1824-47e3-a2ce-58ef5ce7dc22.7afbfdf3b7cc59907fff28b0199d8183.jpeg,9535269119
826847567380,"Lay's 1PACK,Poppables White Cheddar Flavored Potato Snacks",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","4,99",https://i5.walmartimages.com/seo/Lay-s-1PACK-Poppables-White-Cheddar-Flavored-Potato-Snacks_7cb19f64-9a77-4cd3-a28d-adf2da35532b.83eb8c255ed2940bafc221a54cd6c229.jpeg,9559652447
826847567397,"Lay's Poppables White Cheddar Flavored Potato Snacks,(1PACK)",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","5,08",https://i5.walmartimages.com/seo/Lay-s-Poppables-White-Cheddar-Flavored-Potato-Snacks-1PACK_7cb19f64-9a77-4cd3-a28d-adf2da35532b.83eb8c255ed2940bafc221a54cd6c229.jpeg,9539058682
826847567410,"2PACK,Lay's Poppables White Cheddar Flavored Potato Snacks",,,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","10,85",https://i5.walmartimages.com/seo/2PACK-Lay-s-Poppables-White-Cheddar-Flavored-Potato-Snacks_354edd00-c632-439c-b068-26c4b7e0ea5b.1543c95b652f2194b2cbc64e7dd2faab.jpeg,9543708943
826847567441,"Lay's Poppables White Cheddar Flavored Potato Snacks,(2PACK)",,,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","10,81",https://i5.walmartimages.com/seo/Lay-s-Poppables-White-Cheddar-Flavored-Potato-Snacks-2PACK_354edd00-c632-439c-b068-26c4b7e0ea5b.1543c95b652f2194b2cbc64e7dd2faab.jpeg,9561202813
826847567458,"(2PACK),Lay's Poppables White Cheddar Flavored Potato Snacks",,,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Poppables Chips","10,8",https://i5.walmartimages.com/seo/2PACK-Lay-s-Poppables-White-Cheddar-Flavored-Potato-Snacks_354edd00-c632-439c-b068-26c4b7e0ea5b.1543c95b652f2194b2cbc64e7dd2faab.jpeg,9561202812
826847567526,"Lay's 1PACK,Potato Chips, Lightly Salted Classic Flavor",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips",,https://i5.walmartimages.com/seo/Lay-s-1PACK-Potato-Chips-Lightly-Salted-Classic-Flavor_3bb5aa8f-da09-4f0a-821b-393c4272c5bc.2a885ef55883878172b7c062eabd461d.jpeg,9576306423
826847567571,"Lay's 2PACK,Potato Chips, Lightly Salted Classic Flavor",,,2,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips",,https://i5.walmartimages.com/seo/Lay-s-2PACK-Potato-Chips-Lightly-Salted-Classic-Flavor_f605ee6b-9eef-43b9-a32c-abc6ef05c7d9.911db89592f29a47aa963374d5055d45.jpeg,9547216439
826847680720,"Lay's Dill Pickle Potato Snack Chips,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Shop All Lay's Potato Chips","4,49",https://i5.walmartimages.com/seo/Lay-s-Dill-Pickle-Potato-Snack-Chips-1PACK_afa4df39-d799-41f2-bb84-98bf9d5d3039.10e6a529eb350577b721e8ba23289f32.jpeg,13835563144
826847685671,"Lay's Wavy Hickory BBQ Flavored Potato Chips,Pack of 1",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","3,92",https://i5.walmartimages.com/seo/Lay-s-Wavy-Hickory-BBQ-Flavored-Potato-Chips-Pack-of-1_d7a67b36-c525-48b6-af18-11fa3de3d8ac.63314b0710ec04f8176f8f9aa3b57b58.jpeg,13858111320
826847685725,"Lay's Wavy Potato Chips, Original Flavor,Pack of 1",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Wavy Chips","3,35",https://i5.walmartimages.com/seo/Lay-s-Wavy-Potato-Chips-Original-Flavor-Pack-of-1_e7473140-3149-486e-8acd-6e0a200c54e7.5a2348c91640f939b1238500c2212a49.jpeg,13890110835
826847701760,"Lay's Kettle Cooked Original Flavored Potato Chips,1PACK",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","4,95",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Original-Flavored-Potato-Chips-1PACK_335d2040-6f99-4e84-9168-8b47e6799094.b4ad50f691bc3be897adf71e24955835.jpeg,13871674159
826847701784,"1PACK,Lay's Kettle Cooked Original Flavored Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","8,99",https://i5.walmartimages.com/seo/1PACK-Lay-s-Kettle-Cooked-Original-Flavored-Potato-Chips_335d2040-6f99-4e84-9168-8b47e6799094.b4ad50f691bc3be897adf71e24955835.jpeg,13875100315
826847701791,"Lay's Kettle Cooked Original Flavored Potato Chips,(1PACK)",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","4,92",https://i5.walmartimages.com/seo/Lay-s-Kettle-Cooked-Original-Flavored-Potato-Chips-1PACK_335d2040-6f99-4e84-9168-8b47e6799094.b4ad50f691bc3be897adf71e24955835.jpeg,13869123247
826847701807,"(1PACK),Lay's Kettle Cooked Original Flavored Potato Chips",,,1,bag,,,Walmart,"Food > Snacks, Cookies & Chips > Chips > Lay's Kettle Cooked Chips","3,98",https://i5.walmartimages.com/seo/1PACK-Lay-s-Kettle-Cooked-Original-Flavored-Potato-Chips_335d2040-6f99-4e84-9168-8b47e6799094.b4ad50f691bc3be897adf71e24955835.jpeg,13870019447
